id,Nombre Comercial,Clasificación,Categoría,Dirección,Dirección Web
18490,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. BENJAMIN ROSALES S/N JAIME ROLDOS AGUILERA,
18491,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. 9 DE OCTUBRE 442 BAQUERIZO MORENO,
18492,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. 56 PERIMETRAL S/N SECUNDARIA ,
18493,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. AGUSTIN FREIRE  SOLAR 40  MANZANA 1263,
18494,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. FELIPE PEZO  S/N AV. BENJAMIN CARRION ,
18495,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,VIA BABAHOYO - GUAYAQUIL  S/N SECUNDARIA,
18496,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. QUITO S/N DELICIA,
18497,MENESTRAS DEL NEGRO,RESTAURANTE,(1) Un tenedor,AV. FRANCISCO DE ORELLANA S/N CARLOS LUIS PLAZA DANIN,
18498,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Vicente RamÓn Roca E7-62 y Av. 6 de Diciembre,www.menestrasdelnegro.com
18499,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,GUAYAQUIL N9-02 y Esmeraldas,www.menestrasdelnegro.com
18500,MENESTRAS DEL NEGRO,RESTAURANTE,CUARTA / 1 TENEDOR,Av. de los Granados S/N y Av. 6 de Diciembre,
18501,MENESTRAS DEL NEGRO N. 3,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Pedro Vicente Maldonado S/N y Calvas,
18502,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Reina Victoria N25-30 y Av. Cristobal ColÓn,www.menestrasdelnegro.com
18503,MENESTRAS DEL NEGRO N. 12,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Rio Amazonas N32-185 y Av. De la Republica,www.menestrasdelnegro.com
18504,MENESTRAS DEL NEGRO N. 1,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. De la Prensa N59-106 y Luis Tufiño,
18505,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. RÍo Amazonas S/N y Av. De La RepÚblica,www.menestrasdelnegro.com
18506,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,chile OE4-22 y venezuela,www.menestrasdelnegro.co
18507,CASA RES,RESTAURANTE,TERCERA / 2 TENEDORES,Av. Naciones Unidas S/N Y AV. 6 DE DICIEMBRE,
18508,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Naciones Unidas S/N y JapÓn,www.menestrasdelnegro.com
18509,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Amazonas N20-51 y Jorge Washington,www.kfc.com.ec
18510,MENESTRAS DEL NEGRO N. 6,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. 6 de Diciembre N49-150 y De las Cucardas,
18511,CAJÚN EXPRESS,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Río Amazonas N6-114 y Av. De la RepÚblica,www.cajun.com.ec
18512,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Naciones Unidas S/N y Av. 6 de Diciembre,www.menestrasdelnegro.com
18513,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Rafael Morán Valvede S/N y Quitumbe Ñan (c.c. Quicentro Sur),
18514,CAJUM EXPRESS,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Quitumbe Ñan S/N y Av. Morán Valverde (c.c. Quicentro Sur,
18515,MENESTRAS DEL NEGRO (LA GASCA),RESTAURANTE,SEGUNDA / 3 TENEDORES,Carvajal N24-52 y La Gasca,www.menestrasdelnegro.com
18516,MENESTRAS DEL NEGRO,RESTAURANTE,CUARTA / 1 TENEDOR,Av. Del Parque S/N y Alonso de Torres (C.C. EL BOSQUE),
18517,CAJÚN,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Pedro Vicente Maldonado S10-194 y Calvas,
18518,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Morán Valverde S/N y Av. Tnte. Hugo Ortiz (c.c quicentro sur),
18519,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,PASAJE A S/N VIA INTEROCEANICA,
18520,CAJUN,RESTAURANTE,SEGUNDA / 3 TENEDORES,pasaje a S/N y vía interoceánica,
18521,CAJUN,RESTAURANTE,SEGUNDA / 3 TENEDORES,CONECTOR DE ALPAChACA s/n s/N,www.cajun.com.ec
18522,CASA RES,RESTAURANTE,SEGUNDA / 3 TENEDORES,CONECTOR DE ALPACACHA S/N Y s/n,www.kfc.com.ec
18523,CAJUN,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. Naciones Unidas S/N y Av. 6 de Diciembre,www.cajun.com.ec
18524,CAJUN,RESTAURANTE,CUARTA / 1 TENEDOR,Av. del Parque S/N y Alonso de Torres (C.C. EL BOSQUE),
18525,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av Maldonado S11-112 y RIVAS,www.menestrasdelnegro.com.ec
18526,CASA RES,RESTAURANTE,SEGUNDA / 3 TENEDORES,AV AMAZONAS N36-152 y naciones unidas (C.C. CCI),
18527,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA / 3 TENEDORES,amazonas  SN  y JOSÉ VILLALENGUA,www.menestrasdelnegro.com.ec
18528,CASA RES,RESTAURANTE,TERCERA / 2 TENEDORES,av. pedro vicente maldonado s10-194  y calvas,www.casares.com.ec
18529,CASA RES,RESTAURANTE,SEGUNDA / 3 TENEDORES,PASAJE A  SN y VÍA INTEROCEÁNICA ( c.c. paseo san francisco),
18530,MENESTRAS DEL NEGRO,RESTAURANTE,CUARTA / 1 TENEDOR,av. simón bolívar S/N Y panamericana norte (C.C. PORTAL SHOPPING),
18531,CASA RES,RESTAURANTE,SEGUNDA / 3 TENEDORES,av. simón bolÍvar S/N y panamericana norte (c.c. portal shopping),
18532,CAJÚN,RESTAURANTE,CUARTA / 1 TENEDOR,AV. SIMÓN BOLÍVAR S/N Y PANAMERICANA NORTE (C.C. PORTAL SHOPPING),
18533,CASA RES,RESTAURANTE,SEGUNDA / 3 TENEDORES,JOHN F KENNEDY SN Y AV MARISCAL SUCRE (C.C. CONDADO SHOPPING),
18534,CANANGUENO LODGE CUYABENO,LODGE,3 Estrellas,VIA PUERTO EL CARMEN SN LAGUNA GRANDE,
18535,EMOTIONPLANET CIA. LTDA,OPERADOR TURÍSTICO,OPERADOR TURÍSTICO,Francisco MontaÑo N53-193 Y De los Pinos,
18536,A KAPELA,BAR,PRIMERA / 3 COPAS,Av. Eloy Alfaro  n34-473 y Portugal,www.akapelabar.com
18537,A KAPELA,RESTAURANTE,SEGUNDA / 3 TENEDORES,AV. ELOY ALFARO N34-473 y PORTUGAL,www.akapelabar.com
18538,SUVIATOUR,AGENCIA DE VIAJES DUAL,AGENCIA DE VIAJES DUAL,AV. Mariana de Jesús E7-8 Y La Pradera,www.suviatour.com
18539,DI SERGGIO,RESTAURANTE,SEGUNDA / 3 TENEDORES,Av. RepÚblica del Salvador N35-27 Y Portugal,
18540,KEMTOURS,AGENCIA DE VIAJES MAYORISTA,AGENCIA DE VIAJES MAYORISTA,AV. SOLANO 4-01 Y REMIGIO CRESPO,www.kemtours.com.ec
18541,KEMTOURS,AGENCIA DE VIAJES MAYORISTA,AGENCIA DE VIAJES MAYORISTA,AV. NUEVE DE OCTUBRE #406 Y CORDOVA,
18542,KEMTOURS,AGENCIA DE VIAJES MAYORISTA,AGENCIA DE VIAJES MAYORISTA,Checoslovaquia Oe10-195 y Eloy Alfaro,
18543,RISZAV (STAV),RESTAURANTE,TERCERA,"VIA A DAULE, KM. 12 1/2 Y CALLE SECUNDARIA, PB",
18544,RISZAV (STAV),RESTAURANTE,TERCERA,"AV. DE LAS AMERICAS Y CALLE SECUNDARIA, FRENTE A TERMINAL TERRESTRE",
18545,POLLO HORNEADO STAV,RESTAURANTE,CUARTA / 1 TENEDOR,AV. Eloy Alfaro S/N y Leonardo murialdo,
18546,VIVE ECUADOR,AGENCIA DE VIAJES DUAL,AGENCIA DE VIAJES DUAL,MANUEL J. CALLE 1-115 AV. PAUCARBAMBA,www.viveecuador.net
18547,HAMADRYADE LODGE,HOSTERÍA,4 Estrellas,via misahualli km11 0 via misahualli,www.hamadryade-lodge.com
18548,TURAVEX TOUR OPERATOR AND TRAVEL SERVICES,OPERADOR TURÍSTICO,OPERADOR TURÍSTICO,AV. BALTRA 57-0 SAN CRISTOBAL,www.turavex.com
18549,TURAVEX TOUR OPERATOR & TRAVEL SERVICES,OPERADOR TURÍSTICO,OPERADOR TURÍSTICO,ABELARDO MONCAYO OE4-43 AV. AMÉRICA,www.turavex.com
18550,MINDO CANOPY AVENTURES,OPERADOR TURÍSTICO,OPERADOR TURÍSTICO,PRINCIPAL S/N KM 2 1/2 VIA A LOS BANCOS,www.mindocanopy.com
18551,VISA TRAVEL CENTER,AGENCIA DE VIAJES DUAL,AGENCIA DE VIAJES DUAL,CIRCUNVALACION SUR 120 ENTRE EBANOS SOLAR 1A Y BALSAM,www.visatravelcenter.com
18552,VISA TRAVEL CENTER,AGENCIA DE VIAJES DUAL,AGENCIA DE VIAJES DUAL,TUNGURAHUA 701 VELEZ,www.visatravelcenter.com
18553,VISA TRAVEL CENTER,AGENCIA DE VIAJES INTERNACIONAL,AGENCIA DE VIAJES INTERNACIONAL,LA PINTA  E4-432 y Av. AMAZONAS,www.seguroviaje.com.ec
18554,VISA TRAVEL CENTER,AGENCIA DE VIAJES INTERNACIONAL,AGENCIA DE VIAJES INTERNACIONAL,LA PINTA E4-451 y JUAN LEóN MERA,
18555,VISA TRAVEL CENTER,AGENCIA DE VIAJES INTERNACIONAL,AGENCIA DE VIAJES INTERNACIONAL,REINA VICTORIA N26-08 Y SANTA MARÍA,
18556,VISA TRAVEL CENTER,AGENCIA DE VIAJES INTERNACIONAL,AGENCIA DE VIAJES INTERNACIONAL,LA PINTA S/N Y AV. AMAZONAS,www.visatravelcenter.com
18557,LA GLORIA,RESTAURANTE,PRIMERA / 4 TENEDORES,Valladolid N24-519 Francisco Salazar,www.alkimia.com
18558,YANACUNA TOURS,AGENCIA DE VIAJES DUAL,AGENCIA DE VIAJES DUAL,Francisco Hernandez N35-191 y Av. República,www.viajeaecuador.com
18559,ECUADOR EXPERIENCE,OPERADOR TURÍSTICO,OPERADOR TURÍSTICO,Stubel N27-80 y Rafael León Larrea,www.ecuador-experience.com
18560,CASA CEIBO,HOTEL,4 Estrellas,AV. SIXTO DURAN BALLEN S/N CESAR RUPERTI,www.casaceibo.com
18561,CASA CEIBO,OPERADOR TURÍSTICO,OPERADOR TURÍSTICO,KILOMETRO 5 Y MEDIO VIA BAHIA - TOSAGUA,
18562,PLAYA REAL,HOSTERÍA,SEGUNDA,CALLE PRINCIPAL BALNEARIO DE LAS PEÑAS,
18563,MENESTRAS DEL NEGRO,RESTAURANTE,SEGUNDA,HACIENDA SAN JOSE - SECTOR YACHAY,
18564,ESPAÑOL EL ,CAFETERÍA,SEGUNDA,HACIENDA SAN JOSE - SECTOR YACHAY,
18565,EL ESPAÑOL,CAFETERÍA,(1) Una tazas,AV FELIPE II S/N CIRCUNVALACION SUR,
18566,TROPIBURGUER,RESTAURANTE,(1) Un tenedor,ISLA SANTA CLARA S/N AV GENERAL RUMIÑAHUI,
18567,AMERICAN DELI,RESTAURANTE,(2) Dos tenedores,AV. SAN LUIS S/N E ISLA SAN CRISTOBAL,
18568,AMERICAN DELI,RESTAURANTE,(1) Un tenedor,ISLA SANTA CLARA S/N AV GENERAL RUMIÑAHUI,
18569,EL ESPAÑOL,RESTAURANTE,(1) Un tenedor,ISLA SANTA CLARA S/N AV GENERAL RUMIÑAHUI,
18570,ESPAÑOL EL,CAFETERÍA,SEGUNDA,CENTRO COMERCIAL MALL DEL RIO,
18571,IL CAPPO DI MANGI,RESTAURANTE,SEGUNDA,"CDLA. ENTRERIOS, C.C. RIOCENTRO ENTRERIOS, LOCAL C-2A",
18572,AMERICAN DELI,RESTAURANTE,SEGUNDA,"AV. SAN LUIS  E  ISLA SANTA CLARA, PLANTA ALTA (C.C. SAN LUIS SHOPPING)",
18573,ESPAÑOL EL,CAFETERÍA,SEGUNDA,"C.C. SAN LUIS SHOPPING - LOCAL 124, AV. SAN LUIS E ISLA SANTA CLARA",
18574,AMERICAN DELI No 12,RESTAURANTE,SEGUNDA,C.C. SAN LUIS SHOPPING -AV. GENERAL RUMIÑAHUI S/N E ISLA SANTA CLARA,
18575,TROPIBURGUER,RESTAURANTE,SEGUNDA,"C.C. SAN LUIS SHOPPING -AV. SAN LUIS S/N E ISLA SANTA CLARA, OFICINA 3",
